Temp,Humd,Label
28.4,24,1
28.4,24,1
28.4,24,1
28.0,24,1
28.0,24,1
28.0,24,1
28.0,24,1
28.0,24,1
28.0,24,1
28.0,24,1
28.0,24,1
28.6,24,1
28.6,24,1
28.6,24,1
28.6,24,1
28.9,24,1
28.9,24,1
28.9,24,1
28.9,24,1
28.9,24,1
28.9,24,1
28.9,24,1
28.9,24,1
28.3,24,1
28.3,24,1
28.3,24,1
28.3,24,1
28.4,24,1
28.4,24,1
28.4,24,1
28.4,24,1
28.4,24,1
28.4,24,1
28.4,24,1
28.4,24,1
28.8,24,1
28.8,24,1
28.8,24,1
28.8,24,1
28.3,24,1
28.3,24,1
